Mon	Year	NAO
Dec	1967	-1.43
Jan	1968	0.26
Feb	1968	-1.42
Mar	1968	1.75
Apr	1968	-1.57
May	1968	-1.06
Jun	1968	1.04
Jul	1968	-3.74
Aug	1968	-1.6
Sep	1968	-0.23
Oct	1968	-1.93
Nov	1968	-1.83
Dec	1968	-1.52
Jan	1969	-2.62
Feb	1969	-2.8
Mar	1969	-2.76
Apr	1969	1.47
May	1969	-0.66
Jun	1969	0.48
Jul	1969	1.5
Aug	1969	-0.65
Sep	1969	1.39
Oct	1969	0.45
Nov	1969	-0.52
Dec	1969	1.21
Jan	1970	-2.41
Feb	1970	1.34
Mar	1970	-1.4
Apr	1970	0.37
May	1970	1.8
Jun	1970	0.34
Jul	1970	0.6
Aug	1970	-0.56
Sep	1970	0.78
Oct	1970	-0.79
Nov	1970	0.35
Dec	1970	-2.06
Jan	1971	-0.67
Feb	1971	0.82
Mar	1971	0.12
Apr	1971	-1.62
May	1971	2.37
Jun	1971	-1.4
Jul	1971	-1.79
Aug	1971	3.03
Sep	1971	-2.07
Oct	1971	-0.53
Nov	1971	1.02
Dec	1971	-0.03
Jan	1972	0.41
Feb	1972	0.7
Mar	1972	1.17
Apr	1972	1.34
May	1972	2.81
Jun	1972	3.94
Jul	1972	-1.16
Aug	1972	-0.31
Sep	1972	-3.55
Oct	1972	-1.4
Nov	1972	1.34
Dec	1972	1.69
Jan	1973	-0.01
Feb	1973	2.13
Mar	1973	0.31
Apr	1973	-3.61
May	1973	-0.64
Jun	1973	2.14
Jul	1973	1.06
Aug	1973	0.95
Sep	1973	-0.17
Oct	1973	-1.4
Nov	1973	-1.53
Dec	1973	0.02
Jan	1974	2.47
Feb	1974	1.27
Mar	1974	0.16
Apr	1974	-1.16
May	1974	0.05
Jun	1974	-0.49
Jul	1974	1.78
Aug	1974	0.97
Sep	1974	2.22
Oct	1974	-0.62
Nov	1974	0.61
Dec	1974	1.69
Jan	1975	1.76
Feb	1975	-0.91
Mar	1975	-0.46
Apr	1975	0.28
May	1975	-1.55
Jun	1975	-0.9
Jul	1975	-0.51
Aug	1975	-0.69
Sep	1975	2.74
Oct	1975	-0.95
Nov	1975	0.81
Dec	1975	-1.34
Jan	1976	0.49
Feb	1976	0.9
Mar	1976	1.93
Apr	1976	-0.28
May	1976	2.98
Jun	1976	0.82
Jul	1976	-2.67
Aug	1976	-4.52
Sep	1976	-3.99
Oct	1976	1.98
Nov	1976	1.05
Dec	1976	-1.8
Jan	1977	-1.22
Feb	1977	-0.36
Mar	1977	0.02
Apr	1977	0.83
May	1977	-0.83
Jun	1977	-1.49
Jul	1977	0.65
Aug	1977	0.28
Sep	1977	-0.82
Oct	1977	1.58
Nov	1977	-0.32
Dec	1977	-1.61
Jan	1978	1.73
Feb	1978	-2.4
Mar	1978	3.35
Apr	1978	-2.07
May	1978	0.64
Jun	1978	1.5
Jul	1978	-1.35
Aug	1978	-2.25
Sep	1978	0.99
Oct	1978	-0.85
Nov	1978	2.21
Dec	1978	-2.35
Jan	1979	-2.24
Feb	1979	-1.24
Mar	1979	1.75
Apr	1979	-1.07
May	1979	0.75
Jun	1979	0.27
Jul	1979	1.03
Aug	1979	1.02
Sep	1979	0.7
Oct	1979	0.4
Nov	1979	1.23
Dec	1979	1.37
Jan	1980	-1.55
Feb	1980	0.36
Mar	1980	0.13
Apr	1980	-1.29
May	1980	-2.13
Jun	1980	2.13
Jul	1980	-0.68
Aug	1980	-2.49
Sep	1980	2.44
Oct	1980	-0.66
Nov	1980	-3.12
Dec	1980	1.23
Jan	1981	0.94
Feb	1981	0.95
Mar	1981	-0.75
Apr	1981	-1.74
May	1981	0.64
Jun	1981	-1.77
Jul	1981	1.84
Aug	1981	0.01
Sep	1981	0.41
Oct	1981	0.77
Nov	1981	-0.92
Dec	1981	-1.08
Jan	1982	-1.48
Feb	1982	1.59
Mar	1982	2.44
Apr	1982	-1.09
May	1982	1.19
Jun	1982	-2.59
Jul	1982	-0.69
Aug	1982	3.84
Sep	1982	0.9
Oct	1982	1.27
Nov	1982	2.65
Dec	1982	2.45
Jan	1983	2.48
Feb	1983	-1.52
Mar	1983	1.94
Apr	1983	-0.91
May	1983	0.39
Jun	1983	0.21
Jul	1983	-0.39
Aug	1983	1.54
Sep	1983	-1.23
Oct	1983	2.16
Nov	1983	-3.93
Dec	1983	0.2
Jan	1984	3.58
Feb	1984	1.32
Mar	1984	-1.97
Apr	1984	-1.4
May	1984	1.27
Jun	1984	0.7
Jul	1984	-1.53
Aug	1984	0.4
Sep	1984	0.5
Oct	1984	1.48
Nov	1984	0.69
Dec	1984	1.11
Jan	1985	-2.62
Feb	1985	-1.36
Mar	1985	0.57
Apr	1985	0.31
May	1985	-0.68
Jun	1985	-1.37
Jul	1985	1.05
Aug	1985	2.45
Sep	1985	-1.57
Oct	1985	-0.42
Nov	1985	-3.14
Dec	1985	-0.77
Jan	1986	2.72
Feb	1986	-2.54
Mar	1986	3.98
Apr	1986	-0.05
May	1986	2.46
Jun	1986	0.47
Jul	1986	0.76
Aug	1986	-4.8
Sep	1986	-3.43
Oct	1986	3.33
Nov	1986	3.73
Dec	1986	1.73
Jan	1987	-3.59
Feb	1987	-0.7
Mar	1987	0
Apr	1987	0.53
May	1987	-1.54
Jun	1987	-0.97
Jul	1987	-0.04
Aug	1987	-3.46
Sep	1987	0.25
Oct	1987	1.05
Nov	1987	-0.27
Dec	1987	-2.51
Jan	1988	1.55
Feb	1988	0.48
Mar	1988	0.83
Apr	1988	-2.28
May	1988	-0.27
Jun	1988	0.21
Jul	1988	1.88
Aug	1988	2.22
Sep	1988	0.77
Oct	1988	-0.98
Nov	1988	-2.68
Dec	1988	-0.13
Jan	1989	2.07
Feb	1989	3.12
Mar	1989	3.23
Apr	1989	0.82
May	1989	-0.23
Jun	1989	-1.17
Jul	1989	-0.54
Aug	1989	3.29
Sep	1989	-0.04
Oct	1989	0.85
Nov	1989	-1.31
Dec	1989	-3.23
Jan	1990	3.16
Feb	1990	3.25
Mar	1990	2.12
Apr	1990	2.87
May	1990	-3.24
Jun	1990	1.63
Jul	1990	0.05
Aug	1990	1.16
Sep	1990	-0.32
Oct	1990	1.01
Nov	1990	-1.61
Dec	1990	0.83
Jan	1991	0.87
Feb	1991	0.53
Mar	1991	0.08
Apr	1991	1.17
May	1991	0.18
Jun	1991	0.38
Jul	1991	-0.63
Aug	1991	1.07
Sep	1991	0.35
Oct	1991	-0.33
Nov	1991	1.86
Dec	1991	-0.87
Jan	1992	-1.67
Feb	1992	1.86
Mar	1992	2.51
Apr	1992	2.05
May	1992	-0.73
Jun	1992	-0.49
Jul	1992	0.57
Aug	1992	3.65
Sep	1992	0.74
Oct	1992	-1.41
Nov	1992	3.36
Dec	1992	0.97
Jan	1993	2.13
Feb	1993	-0.13
Mar	1993	0.91
Apr	1993	1.69
May	1993	-2.97
Jun	1993	-0.37
Jul	1993	1.04
Aug	1993	-1.28
Sep	1993	-0.68
Oct	1993	-3.21
Nov	1993	1.92
Dec	1993	2.97
Jan	1994	2.3
Feb	1994	-0.24
Mar	1994	4.24
Apr	1994	1.45
May	1994	-0.57
Jun	1994	2.02
Jul	1994	0.79
Aug	1994	-1
Sep	1994	-0.11
Oct	1994	-1.16
Nov	1994	-0.14
Dec	1994	1.63
Jan	1995	2.02
Feb	1995	2.31
Mar	1995	1.91
Apr	1995	-2.1
May	1995	-0.92
Jun	1995	-2.73
Jul	1995	-1.45
Aug	1995	-2.46
Sep	1995	0.3
Oct	1995	-0.19
Nov	1995	-3.18
Dec	1995	-4.14
Jan	1996	-1.48
Feb	1996	0.9
Mar	1996	-2.79
Apr	1996	-0.97
May	1996	-1.75
Jun	1996	0.7
Jul	1996	1.36
Aug	1996	0.59
Sep	1996	-0.9
Oct	1996	1.29
Nov	1996	1.62
Dec	1996	-3.4
Jan	1997	-2.58
Feb	1997	3.37
Mar	1997	1.35
Apr	1997	-2.77
May	1997	-1.53
Jun	1997	-2.59
Jul	1997	0.66
Aug	1997	0.67
Sep	1997	-1.18
Oct	1997	-2.95
Nov	1997	-0.15
Dec	1997	-1.1
Jan	1998	-0.41
Feb	1998	0.35
Mar	1998	0.14
Apr	1998	0.82
May	1998	-0.7
Jun	1998	-0.83
Jul	1998	0.66
Aug	1998	1.25
Sep	1998	-1.41
Oct	1998	1.22
Nov	1998	0.69
Dec	1998	1.46
Jan	1999	1.55
Feb	1999	1.73
Mar	1999	0.6
Apr	1999	0.04
May	1999	0.17
Jun	1999	1.05
Jul	1999	-1.45
Aug	1999	-3.16
Sep	1999	0.93
Oct	1999	0.44
Nov	1999	0.6
Dec	1999	1.53
Jan	2000	0.07
Feb	2000	2.75
Mar	2000	-0.13
Apr	2000	-2.25
May	2000	1.12
Jun	2000	-0.27
Jul	2000	-2.67
Aug	2000	0.6
Sep	2000	0.41
Oct	2000	3.54
Nov	2000	0.43
Dec	2000	-1.58
Jan	2001	-0.03
Feb	2001	-0.63
Mar	2001	-1.2
Apr	2001	1.41
May	2001	-1.18
Jun	2001	-1.8
Jul	2001	0.68
